,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
2420,26,admin.,single,high.school,no,yes,no,cellular,may,wed,38.0,1,999,1,failure,no
2421,36,management,married,university.degree,no,unknown,unknown,telephone,jun,mon,192.0,1,999,0,nonexistent,no
2422,28,unemployed,married,high.school,no,no,no,telephone,mar,fri,341.0,4,6,1,success,yes
2423,47,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,mon,369.0,1,999,0,nonexistent,no
2424,47,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1129.0,10,999,0,nonexistent,yes
2425,31,admin.,single,university.degree,no,yes,no,cellular,apr,thu,63.0,1,999,0,nonexistent,no
2426,34,admin.,married,university.degree,no,no,yes,cellular,sep,mon,250.0,3,999,0,nonexistent,yes
2427,31,technician,married,professional.course,no,no,no,cellular,aug,thu,66.0,10,999,0,nonexistent,no
2428,36,services,single,professional.course,no,yes,no,cellular,may,wed,112.0,1,999,0,nonexistent,no
2429,32,admin.,single,university.degree,no,no,no,cellular,nov,thu,40.0,1,999,0,nonexistent,no
2430,45,admin.,married,university.degree,no,no,no,telephone,jul,fri,45.0,1,999,0,nonexistent,no
2431,40,admin.,married,university.degree,unknown,no,no,cellular,nov,wed,108.0,1,999,0,nonexistent,no
2432,34,technician,married,university.degree,no,no,yes,telephone,may,wed,217.0,1,999,0,nonexistent,no
2433,47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,309.0,1,999,0,nonexistent,no
2434,25,admin.,single,high.school,no,no,no,telephone,may,fri,113.0,1,999,0,nonexistent,no
2435,36,admin.,married,high.school,no,yes,no,cellular,sep,thu,192.0,1,999,0,nonexistent,no
2436,35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,330.0,2,999,0,nonexistent,no
2437,36,technician,married,professional.course,no,no,no,telephone,jun,mon,151.0,1,999,0,nonexistent,no
2438,57,management,married,university.degree,no,yes,no,cellular,nov,fri,108.0,1,999,0,nonexistent,no
2439,36,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,191.0,2,999,1,failure,no
2440,29,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,260.0,1,999,0,nonexistent,no
2441,31,admin.,single,university.degree,no,yes,no,cellular,may,fri,165.0,3,999,1,failure,no
2442,42,admin.,single,university.degree,unknown,yes,no,cellular,jul,fri,218.0,3,999,0,nonexistent,no
2443,35,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,132.0,1,999,0,nonexistent,no
2444,33,management,married,basic.6y,no,no,no,cellular,jul,wed,169.0,5,999,0,nonexistent,no
2445,41,technician,married,professional.course,no,yes,no,telephone,may,wed,446.0,2,999,0,nonexistent,no
2446,58,admin.,married,university.degree,no,no,no,cellular,sep,thu,272.0,4,6,1,success,yes
2447,35,services,married,high.school,no,yes,no,cellular,apr,thu,466.0,2,999,2,failure,no
2448,44,technician,single,professional.course,no,yes,no,cellular,apr,wed,75.0,1,999,1,failure,no
2449,53,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,mon,372.0,2,999,0,nonexistent,no
2450,35,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,794.0,1,999,0,nonexistent,yes
2451,39,technician,married,professional.course,no,yes,no,telephone,jun,mon,59.0,4,999,0,nonexistent,no
2452,40,admin.,single,university.degree,no,no,no,telephone,may,wed,244.0,3,999,0,nonexistent,no
2453,43,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,239.0,1,999,0,nonexistent,yes
2454,32,admin.,married,high.school,no,yes,no,cellular,may,mon,169.0,1,999,0,nonexistent,no
2455,32,admin.,married,high.school,no,yes,no,cellular,jul,wed,154.0,1,999,0,nonexistent,no
2456,44,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,428.0,1,999,0,nonexistent,no
2457,40,blue-collar,single,basic.9y,no,unknown,unknown,cellular,nov,wed,245.0,4,999,0,nonexistent,no
2458,44,admin.,divorced,high.school,no,yes,yes,cellular,may,fri,211.0,2,999,0,nonexistent,no
2459,42,blue-collar,married,unknown,unknown,yes,no,telephone,jun,thu,280.0,1,999,0,nonexistent,no
2460,44,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,thu,148.0,5,999,0,nonexistent,no
2461,32,admin.,single,university.degree,no,no,no,telephone,may,fri,47.0,8,999,0,nonexistent,no
2462,33,services,single,university.degree,no,no,no,cellular,may,fri,200.0,5,999,0,nonexistent,no
2463,31,blue-collar,single,high.school,no,no,no,cellular,nov,wed,230.0,1,999,0,nonexistent,no
2464,29,admin.,single,university.degree,no,no,no,telephone,jun,fri,123.0,4,999,0,nonexistent,no
2465,37,technician,single,university.degree,no,no,yes,cellular,may,tue,246.0,1,999,0,nonexistent,no
2466,29,technician,single,professional.course,no,yes,no,cellular,aug,thu,94.0,4,999,0,nonexistent,no
2467,30,admin.,married,university.degree,no,no,no,telephone,may,mon,212.0,2,999,0,nonexistent,no
2468,43,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,160.0,2,999,0,nonexistent,no
2469,30,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,16.0,18,999,0,nonexistent,no
2470,47,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,114.0,1,999,0,nonexistent,no
2471,47,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,87.0,2,999,1,failure,no
2472,56,retired,married,high.school,unknown,yes,no,cellular,aug,thu,674.0,1,999,0,nonexistent,yes
2473,29,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,thu,586.0,3,999,0,nonexistent,no
2474,28,services,married,high.school,no,yes,no,cellular,jul,tue,376.0,1,999,0,nonexistent,no
2475,51,services,married,high.school,no,unknown,unknown,telephone,jun,fri,133.0,5,999,0,nonexistent,no
2476,36,services,married,high.school,no,unknown,unknown,cellular,jul,thu,156.0,1,999,0,nonexistent,no
2477,29,management,single,basic.9y,no,yes,no,cellular,jul,fri,135.0,1,999,0,nonexistent,no
2478,51,admin.,married,basic.4y,unknown,no,no,cellular,may,tue,142.0,1,999,1,failure,no
2479,27,admin.,married,high.school,no,no,no,cellular,oct,tue,572.0,1,999,0,nonexistent,no
2480,30,admin.,single,university.degree,no,yes,no,cellular,nov,tue,402.0,1,999,0,nonexistent,no
2481,38,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon,90.0,3,999,0,nonexistent,no
2482,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,74.0,1,999,0,nonexistent,no
2483,41,self-employed,married,basic.9y,unknown,no,no,cellular,jul,fri,46.0,8,999,0,nonexistent,no
2484,26,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,144.0,2,999,0,nonexistent,no
2485,48,technician,married,university.degree,no,no,no,cellular,nov,tue,373.0,4,999,0,nonexistent,no
2486,31,blue-collar,single,high.school,no,yes,yes,cellular,nov,thu,559.0,2,999,0,nonexistent,no
2487,45,admin.,married,university.degree,no,no,no,cellular,sep,mon,394.0,1,999,0,nonexistent,no
2488,35,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,325.0,1,999,0,nonexistent,no
2489,51,technician,divorced,professional.course,no,yes,yes,cellular,apr,fri,84.0,1,999,1,failure,no
2490,43,admin.,married,professional.course,unknown,yes,no,cellular,jul,thu,68.0,2,999,0,nonexistent,no
2491,33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,78.0,7,999,0,nonexistent,no
2492,30,admin.,single,university.degree,no,no,no,cellular,apr,thu,224.0,1,999,0,nonexistent,yes
2493,41,self-employed,divorced,university.degree,unknown,yes,no,telephone,jun,fri,39.0,5,999,0,nonexistent,no
2494,40,blue-collar,married,basic.4y,no,yes,yes,cellular,apr,mon,45.0,4,999,1,failure,no
2495,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,183.0,1,999,0,nonexistent,no
2496,47,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,mon,357.0,1,999,0,nonexistent,no
2497,29,admin.,single,university.degree,no,no,no,cellular,aug,tue,82.0,3,999,0,nonexistent,no
2498,24,technician,single,basic.6y,no,yes,no,cellular,jul,thu,127.0,5,999,0,nonexistent,no
2499,34,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,500.0,1,999,0,nonexistent,no
2500,41,blue-collar,married,unknown,unknown,yes,yes,cellular,jul,tue,97.0,3,999,0,nonexistent,no
2501,40,admin.,married,high.school,no,no,no,telephone,jun,thu,314.0,2,999,0,nonexistent,no
2502,31,technician,married,university.degree,no,yes,no,cellular,may,mon,580.0,1,999,0,nonexistent,no
2503,46,entrepreneur,married,basic.4y,no,no,no,cellular,nov,mon,148.0,2,999,0,nonexistent,no
2504,41,services,married,high.school,no,yes,no,cellular,apr,thu,60.0,2,999,0,nonexistent,no
2505,35,technician,married,basic.9y,no,no,no,cellular,may,tue,580.0,1,999,0,nonexistent,yes
2506,34,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,164.0,1,999,0,nonexistent,no
2507,35,technician,single,professional.course,no,no,no,cellular,jul,tue,270.0,2,999,0,nonexistent,no
2508,26,student,single,unknown,no,no,no,cellular,sep,thu,81.0,1,999,1,failure,no
2509,45,management,married,university.degree,no,yes,no,cellular,jul,thu,138.0,2,6,2,success,yes
2510,33,services,married,high.school,no,yes,yes,cellular,jul,tue,130.0,1,999,0,nonexistent,no
2511,32,blue-collar,married,professional.course,no,yes,no,telephone,jul,fri,168.0,1,999,0,nonexistent,no
2512,24,admin.,single,high.school,no,yes,no,telephone,jul,mon,722.0,3,999,0,nonexistent,no
2513,45,technician,single,professional.course,unknown,yes,yes,telephone,jun,thu,116.0,1,999,0,nonexistent,no
2514,25,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,172.0,1,999,0,nonexistent,no
2515,24,technician,single,professional.course,no,no,no,cellular,aug,thu,129.0,1,999,0,nonexistent,no
2516,54,management,married,high.school,no,no,no,cellular,aug,wed,171.0,3,999,1,failure,no
2517,39,admin.,married,high.school,no,no,no,telephone,jul,fri,246.0,1,999,0,nonexistent,no
2518,59,blue-collar,married,unknown,no,no,no,cellular,jul,fri,124.0,2,999,0,nonexistent,no
2519,50,management,married,university.degree,no,yes,no,cellular,jul,thu,1019.0,1,999,0,nonexistent,no
2520,62,housemaid,married,professional.course,no,yes,no,cellular,dec,fri,141.0,2,999,0,nonexistent,yes
2521,50,services,single,high.school,no,yes,no,cellular,jul,wed,99.0,2,999,0,nonexistent,no
2522,33,admin.,married,university.degree,no,no,no,telephone,may,wed,92.0,5,999,0,nonexistent,no
2523,19,student,single,unknown,no,yes,no,cellular,nov,mon,380.0,1,999,1,failure,yes
2524,37,technician,married,professional.course,unknown,yes,yes,cellular,jul,tue,144.0,1,999,0,nonexistent,no
2525,60,technician,married,professional.course,unknown,no,no,cellular,jul,tue,82.0,1,999,0,nonexistent,no
2526,28,unemployed,single,basic.4y,no,yes,no,cellular,apr,thu,156.0,2,999,0,nonexistent,no
2527,46,technician,married,university.degree,unknown,no,yes,telephone,jun,thu,993.0,6,999,0,nonexistent,yes
2528,39,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,378.0,3,999,0,nonexistent,no
2529,44,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,309.0,1,999,0,nonexistent,no
2530,46,self-employed,divorced,basic.9y,unknown,no,no,cellular,nov,thu,486.0,1,999,0,nonexistent,no
2531,50,services,married,high.school,no,yes,no,cellular,jul,fri,,7,999,0,nonexistent,no
2532,29,admin.,single,university.degree,no,no,no,cellular,may,wed,198.0,2,999,2,failure,no
2533,38,blue-collar,single,university.degree,unknown,no,no,telephone,may,tue,456.0,1,999,0,nonexistent,no
2534,48,technician,married,professional.course,no,no,no,cellular,nov,fri,78.0,6,999,0,nonexistent,no
2535,35,unemployed,divorced,university.degree,no,yes,yes,cellular,apr,tue,66.0,1,999,1,failure,no
2536,29,management,single,university.degree,unknown,yes,no,telephone,jun,wed,40.0,3,999,0,nonexistent,no
2537,59,retired,married,basic.4y,unknown,yes,no,telephone,jun,mon,216.0,3,999,0,nonexistent,no
2538,34,technician,married,professional.course,no,no,yes,cellular,aug,fri,118.0,1,999,0,nonexistent,no
2539,36,management,married,university.degree,no,no,no,cellular,apr,wed,353.0,2,999,0,nonexistent,yes
2540,48,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,709.0,2,999,0,nonexistent,yes
2541,29,entrepreneur,married,professional.course,no,no,no,cellular,jul,thu,227.0,1,999,0,nonexistent,no
2542,28,services,single,unknown,no,yes,no,cellular,may,tue,83.0,9,999,1,failure,no
2543,52,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,287.0,2,6,1,success,yes
2544,36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,300.0,1,999,0,nonexistent,no
2545,53,admin.,single,basic.6y,no,yes,no,telephone,jun,mon,63.0,1,999,0,nonexistent,no
2546,48,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,303.0,3,999,0,nonexistent,no
2547,52,management,married,university.degree,unknown,yes,no,telephone,may,tue,311.0,1,999,0,nonexistent,no
2548,26,admin.,married,high.school,no,no,no,cellular,jul,thu,269.0,1,999,0,nonexistent,no
2549,58,management,divorced,university.degree,no,no,no,telephone,nov,wed,139.0,1,999,0,nonexistent,yes
2550,58,admin.,single,university.degree,no,no,no,telephone,jun,thu,100.0,1,999,0,nonexistent,no
2551,32,management,married,university.degree,no,yes,no,cellular,aug,wed,78.0,3,999,0,nonexistent,no
2552,46,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,246.0,3,999,0,nonexistent,no
2553,47,unknown,married,unknown,unknown,yes,no,telephone,may,mon,269.0,1,999,0,nonexistent,no
2554,31,self-employed,married,university.degree,no,no,no,cellular,sep,wed,152.0,1,3,1,success,yes
2555,51,admin.,single,basic.6y,no,no,no,telephone,may,tue,222.0,4,999,0,nonexistent,no
2556,74,retired,married,university.degree,no,yes,no,cellular,aug,wed,239.0,2,999,1,failure,yes
2557,56,technician,married,high.school,no,no,no,cellular,apr,mon,119.0,2,999,0,nonexistent,no
2558,44,self-employed,married,university.degree,no,no,no,cellular,nov,fri,89.0,4,999,0,nonexistent,no
2559,38,blue-collar,married,high.school,unknown,yes,no,cellular,may,mon,306.0,1,999,0,nonexistent,no
2560,24,student,single,university.degree,no,yes,no,cellular,may,thu,362.0,1,999,1,failure,no
2561,27,blue-collar,single,high.school,no,no,no,cellular,may,tue,81.0,4,999,0,nonexistent,no
2562,31,admin.,married,high.school,unknown,no,no,telephone,jun,thu,185.0,1,999,0,nonexistent,no
2563,34,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,384.0,1,999,0,nonexistent,no
2564,44,admin.,single,basic.6y,unknown,yes,no,cellular,jul,thu,130.0,2,999,0,nonexistent,no
2565,31,services,single,high.school,no,no,no,cellular,may,fri,293.0,2,999,0,nonexistent,yes
2566,40,technician,married,basic.9y,no,no,no,telephone,jun,fri,27.0,4,999,0,nonexistent,no
2567,42,retired,single,basic.4y,unknown,yes,yes,cellular,may,fri,116.0,3,999,0,nonexistent,no
2568,47,admin.,divorced,university.degree,no,no,yes,cellular,nov,tue,96.0,2,999,0,nonexistent,no
2569,25,housemaid,married,basic.9y,no,yes,no,telephone,may,fri,263.0,2,999,0,nonexistent,no
2570,34,blue-collar,single,high.school,no,no,no,cellular,jul,wed,118.0,2,999,0,nonexistent,no
2571,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,123.0,1,999,0,nonexistent,no
2572,41,services,divorced,high.school,no,yes,no,cellular,may,fri,380.0,4,999,1,failure,no
2573,60,admin.,married,high.school,unknown,no,no,cellular,jul,tue,320.0,1,999,0,nonexistent,no
2574,27,blue-collar,married,high.school,no,yes,no,cellular,jun,fri,264.0,1,999,0,nonexistent,no
2575,43,blue-collar,married,basic.4y,no,yes,yes,cellular,may,tue,317.0,2,999,0,nonexistent,no
2576,33,admin.,single,high.school,unknown,no,yes,telephone,jun,tue,162.0,7,999,0,nonexistent,no
2577,38,technician,divorced,professional.course,no,no,no,telephone,jun,thu,252.0,2,999,0,nonexistent,no
2578,32,services,married,high.school,no,yes,no,cellular,nov,wed,74.0,1,5,1,success,no
2579,50,blue-collar,married,unknown,unknown,yes,yes,telephone,may,mon,10.0,8,999,0,nonexistent,no
2580,42,admin.,married,unknown,no,no,no,cellular,nov,mon,55.0,1,999,1,failure,no
2581,55,blue-collar,divorced,basic.4y,no,no,yes,cellular,jul,tue,196.0,3,999,0,nonexistent,no
2582,31,technician,single,professional.course,no,yes,no,cellular,oct,fri,401.0,2,999,0,nonexistent,yes
2583,30,admin.,single,professional.course,no,no,no,telephone,aug,mon,10.0,1,999,0,nonexistent,no
2584,47,self-employed,married,basic.9y,unknown,yes,no,cellular,nov,fri,258.0,1,999,1,failure,no
2585,26,,single,high.school,no,unknown,unknown,telephone,jun,wed,105.0,1,999,0,nonexistent,no
2586,45,admin.,single,unknown,unknown,no,no,telephone,may,mon,87.0,3,999,0,nonexistent,no
2587,26,blue-collar,single,basic.9y,unknown,no,yes,telephone,may,fri,268.0,1,999,0,nonexistent,no
2588,42,technician,single,high.school,unknown,no,no,telephone,may,tue,264.0,3,999,0,nonexistent,no
2589,29,blue-collar,married,unknown,unknown,no,yes,telephone,jun,fri,55.0,5,999,0,nonexistent,no
2590,46,housemaid,married,basic.4y,no,no,no,telephone,may,tue,788.0,3,999,0,nonexistent,no
2591,54,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,121.0,1,999,0,nonexistent,no
2592,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,149.0,1,999,0,nonexistent,no
2593,34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,180.0,2,999,0,nonexistent,no
2594,40,blue-collar,married,high.school,no,no,no,telephone,may,wed,158.0,3,999,0,nonexistent,no
2595,40,admin.,single,university.degree,no,yes,no,cellular,aug,mon,160.0,3,999,0,nonexistent,no
2596,26,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,fri,151.0,2,999,0,nonexistent,no
2597,25,services,single,high.school,no,no,no,telephone,jun,wed,297.0,3,999,0,nonexistent,no
2598,49,admin.,married,university.degree,no,yes,yes,telephone,may,mon,16.0,1,999,0,nonexistent,no
2599,50,unemployed,married,high.school,unknown,no,no,telephone,jun,fri,10.0,11,999,0,nonexistent,no
2600,43,admin.,married,professional.course,no,no,no,telephone,may,fri,284.0,2,999,0,nonexistent,no
2601,41,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,wed,17.0,3,999,2,failure,no
2602,47,management,married,university.degree,no,no,no,cellular,sep,thu,362.0,1,17,2,success,yes
2603,36,services,married,basic.9y,no,no,no,cellular,may,wed,61.0,1,999,0,nonexistent,no
2604,37,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,296.0,1,999,0,nonexistent,no
2605,58,admin.,divorced,professional.course,no,no,no,cellular,aug,wed,329.0,2,999,0,nonexistent,no
2606,56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,260.0,5,999,0,nonexistent,no
2607,48,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,470.0,1,999,0,nonexistent,no
2608,38,admin.,married,basic.6y,no,yes,no,cellular,jul,thu,17.0,3,999,0,nonexistent,no
2609,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,300.0,2,999,0,nonexistent,no
2610,41,housemaid,married,high.school,no,no,yes,telephone,jul,tue,86.0,1,999,0,nonexistent,no
2611,32,technician,married,professional.course,no,no,no,cellular,aug,wed,67.0,4,999,0,nonexistent,no
2612,28,services,single,high.school,no,yes,no,cellular,may,tue,194.0,4,999,0,nonexistent,no
2613,50,technician,married,professional.course,no,yes,no,telephone,jun,tue,78.0,5,999,0,nonexistent,no
2614,28,services,married,high.school,no,yes,no,cellular,nov,wed,223.0,3,999,2,failure,no
2615,28,services,married,high.school,no,no,no,cellular,jul,thu,15.0,14,999,0,nonexistent,no
